file,rule_id,name,taxonomy_level,genre,current_tier,proposed_tier,criterion,rationale,changed
scene.json,scene_necessity_test,Scene Necessity (Plot / Character / Theme Test),scene,,low,low,T3,keep — 'none of the three is clearly present' is a judgment,False
scene.json,lakin_scene_hook,Scene Must Hook at Start and Leave with Tension,scene,,high,medium,T2,the opening/closing beats are observable; 'grabs attention' is a call,True
scene.json,bell_opening_cromise,The Opening Must Make a Promise to the Reader,scene,,high,medium,T2,the opening page is locatable; 'creates a sense of' is a judgment,True
scene.json,alderson_scene_tracker_elements,Every Scene Must Track Seven Essential Elements,scene,,high,medium,T2,seven named elements are checkable; 'accomplishes all seven' is a call,True
scene.json,alderson_dramatic_vs_passive,Prefer Dramatic Action Over Passive Action,scene,,high,medium,T2,'dominated by passive action' is a judgment of degree,True
scene.json,stein_dynamic_description,"Descriptions Should Be Dynamic, Not Static",scene,,high,medium,T2,static description blocks are observable; the rewrite advice is craft,True
scene.json,weiland_characteristic_moment,The Characteristic Moment Must Establish the Protagonist Immediately,scene,,high,medium,T2,"'a failed Characteristic Moment' is an assessment, not a test",True
scene.json,weiland_normal_world,The Normal World Must Demonstrate the Lie in Action,scene,,high,medium,T2,'demonstrates the Lie' is an interpretive link to character interior,True
scene_design.json,lyons_scene_is_story,Each Scene Is a Mini-Story,scene,,high,medium,T2,'feels static' / 'wasted opportunity' is an assessment of the scene,True
scene_design.json,dunne_scene_objective,Every Scene Has a Clear Objective and Obstacle,scene,,high,medium,T2,objective and obstacle are locatable; 'formidable enough' is a judgment,True
scene_design.json,lakin_five_layers,Five Layers of Scene Construction,scene,,medium,medium,T2,keep — counting addressed layers is observable; 'genuinely thin' is a call,False
scifi.json,scifi_concept_simplicity,Keep Sci-Fi Concepts Simple,story_macro,scifi,high,medium,T2,'can it be explained in one sentence' is a test on the logline,True
scifi.json,scifi_rules_established_early,World Rules Must Be Established Early,story_macro,scifi,high,medium,T2,the first 10-15 pages are locatable; 'crisply' is a judgment,True
scifi.json,scifi_simple_logline,Sci-Fi Logline Must Be Understandable,story_macro,scifi,high,medium,T2,same logline test; 'immediately understandable' is a call,True
scifi.json,scifi_relationship_to_technology,Sci-Fi Themes Explore Man vs Technology,story_macro,scifi,high,low,T3,'technology as a mirror' is a thematic-quality verdict,True
scifi.json,scifi_man_vs_nature,Sci-Fi Can Be Man vs Nature,plot_thread,scifi,high,medium,T2,the conflict mode is observable; 'indifferent or hostile' is a reading,True
scifi.json,scifi_grounding_reality,Sci-Fi Must Ground in Human Reality,character,scifi,high,low,T3,'recognizable human emotions' and 'audience connects' are taste verdicts,True
scifi.json,scifi_exposition_through_action,Sci-Fi Exposition Through Action,scene,scifi,high,medium,T2,demonstration vs dialogue is observable; 'minimal' is a judgment,True
scifi.json,scifi_visual_storytelling,Sci-Fi Requires Strong Visual Storytelling,scene,scifi,high,medium,T2,the balance of shown vs told is observable; 'primary' is a call,True
scifi.json,scifi_emotional_core,Sci-Fi Must Have Emotional Core,story_macro,scifi,high,low,T3,'recognizable emotional core' is a quality verdict,True
scifi.json,scifi_consequences_realistic,Sci-Fi Consequences Must Feel Real,plot_thread,scifi,high,medium,T2,'benefits come with costs' is a reading of the world's logic,True
story_macro.json,controlling_idea,Controlling Idea (Theme as Cause-and-Effect Statement),story_macro,,low,low,T3,keep — the rule's own text names it a discussion prompt,False
story_macro.json,theme_contradiction,Theme Contradiction Without Earned Justification,story_macro,,low,low,T3,keep — 'unintended vs deliberate irony' is the hardest reading in the KB,False
story_macro.json,genre_convention_fulfillment,Genre Convention Fulfillment,story_macro,,low,low,T3,keep — and note this is the GENERIC form of the 90 genre rules tagged high,False
story_macro.json,world_rule_consistency,World-Building Rule Consistency,story_macro,,medium,medium,T2,"keep — 'violated without acknowledgment' is checkable, but reading a violation needs interpretation",False
structure_pacing.json,three_act_structure,Three-Act Structure,structure_pacing,,medium,high,T1,raised from medium: the README's own example of a high rule is 'does this beat exist within its expected page range' — this is that check,True
structure_pacing.json,save_the_cat_15_beats,Save the Cat 15-Beat Sheet,structure_pacing,,medium,high,T1,raised from medium: 15 named beats each against a target percentage range,True
structure_pacing.json,heros_journey_12_stages,Hero's Journey (12 Stages),structure_pacing,,low,medium,T2,"raised from low: stage identification is interpretive, but not pure taste",True
structure_pacing.json,mckee_five_part_design,Five-Part Story Design,structure_pacing,,medium,medium,T2,keep — escalation and a genuine dilemma are readings,False
structure_pacing.json,pacing_escalation,Escalation of Conflict (Law of Conflict),structure_pacing,,low,medium,T2,raised from low: 'same-magnitude obstacles' is an observable pattern,True
structure_pacing.json,opening_closing_bookend,Opening/Closing Image Bookend,structure_pacing,,low,medium,T2,raised from low: 'is there a deliberate echo' is observable,True
structure_pacing.json,gulino_sequence_climax,Sequence Approach: Each Sequence Has Its Own Mini-Climax,structure_pacing,,high,medium,T2,the 8-sequence partition is mechanical; a 'mini-climax' is a judgment,True
structure_pacing.json,gulino_dramatic_question,Each Sequence Must Raise and Answer a Dramatic Question,structure_pacing,,high,medium,T2,"raising and answering a question per sequence is observable, but 'clear' is a call",True
structure_pacing.json,martell_act_two_conflict,Act Two Is the Conflict Act,structure_pacing,,high,medium,T2,'feels like a stall' is an assessment of the act,True
structure_pacing.json,martell_deadlines_drive_momentum,Deadlines Drive Act Two Momentum,structure_pacing,,high,medium,T2,a deadline is locatable; 'implied urgency' is a judgment,True
structure_pacing.json,martell_know_your_destination,Know Your Ending Before You Write,structure_pacing,,high,low,T3,a process rule; 'scenes feel aimless' is a taste verdict,True
structure_pacing.json,bell_lock_system,"LOCK System: Lead, Objective, Confrontation, Knockout",structure_pacing,,high,medium,T2,four named elements are checkable; 'interesting enough' is a judgment,True
structure_pacing.json,bell_midpoint_shift,The Midpoint Shifts the Story from Reaction to Action,structure_pacing,,high,medium,T2,reaction-to-action is observable; the rule text also carries mojibake,True
structure_pacing.json,alderson_false_summit,The False Summit Before the True Climax,structure_pacing,,medium,medium,T2,keep — a false summit is locatable; 'requires' is genre-dependent,False
theme.json,martell_theme_through_characters,Theme Expressed Through Character Choices,theme,,high,medium,T2,whether theme is dramatised vs stated is an observable structural pattern,True
theme.json,weiland_theme_from_arc,Theme Emerges from the Character's Arc,theme,,high,low,T3,the sig is 'feels preachy or disconnected' — a taste verdict,True
thriller.json,thriller_contained_premise,Contained Thriller Structure,story_macro,thriller,high,medium,T2,a single primary location is observable; 'inherently dramatic' is a claim,True
thriller.json,thriller_characters_active,Characters Must Be Active in Contained Thrillers,character,thriller,high,medium,T2,tracking character action is observable; 'worst offense' is a verdict,True
thriller.json,thriller_active_protagonist,Protagonist Must Be Active,character,thriller,high,medium,T2,same test as action_hero_must_be_active; the two must agree,True
thriller.json,thriller_things_go_wrong,Escalating Things Going Wrong,plot_thread,thriller,high,medium,T2,same test as action_escalation_constant; the two must agree,True
thriller.json,thriller_villain_strength,Strong Villain Required,character,thriller,high,low,T3,same test as action_villain_strength (low); 'formidable' is a verdict,True
thriller.json,thriller_bonding_moment,Ensemble Bonding Scene,scene,thriller,high,medium,T2,a bonding scene is locatable; 'we feel the deaths' is a judgment,True
thriller.json,thriller_locked_in_by_act_end,Protagonist Must Be Locked In by Act I End,structure_pacing,thriller,high,medium,T2,'cannot walk away' is locatable at the act break; 'catastrophic' is a call,True
thriller.json,thriller_physical_death_stakes,Physical Death at Stake,plot_thread,thriller,high,high,T1,presence of a stakes mode is a bounded yes/no,False
thriller.json,thriller_villain_drives_plot,Villain Drives the Plot,plot_thread,thriller,high,medium,T2,who initiates plot movement is observable; 'driving force' is a call,True
thriller.json,thriller_unexpected_complications,Every Plan Must Have Unexpected Complications,plot_thread,thriller,high,medium,T2,plan setbacks are observable; 'every plan' is an absolute,True
thriller.json,thriller_ticking_clock,Ticking Clock Creates Urgency,structure_pacing,thriller,high,medium,T2,a deadline is locatable; 'creates genuine urgency' is a judgment,True
thriller.json,thriller_reversals_escalate,Reversals Must Escalate Stakes,plot_thread,thriller,high,medium,T2,reversals are locatable; whether stakes rose is an assessment,True
visual_storytelling.json,visual_show_dont_tell,Show Don't Tell Through Visuals,scene,,high,medium,T2,'could this be shown' is a craft judgment on each passage,True
visual_storytelling.json,visual_camera_angles_convey_perspective,Camera Angles Convey Perspective,scene,,high,medium,T2,angles are observable; 'match the emotional intent' is a reading,True
visual_storytelling.json,visual_shot_size_emphasis,Shot Size Controls Emphasis,scene,,high,medium,T2,shot sizes are observable; 'directs attention appropriately' is a call,True
visual_storytelling.json,visual_lighting_mood,Lighting Establishes Mood,scene,,high,low,T3,'supports the mood' is an aesthetic verdict,True
visual_storytelling.json,visual_composition_framing,Composition Frames Character Relationships,scene,,high,medium,T2,framing is observable; the relationship reading is interpretive,True
visual_storytelling.json,visual_color_symbolism,Color Can Symbolize Theme,scene,,medium,medium,T2,keep — a recurring colour is observable; 'reinforces theme' is a reading,False
visual_storytelling.json,visual_movement_choreography,Movement Conveys Character State,scene,,high,medium,T2,movement is observable; the emotional attribution is an inference,True
visual_storytelling.json,visual_ellipsis_time_passage,Visual Ellipsis for Time Passage,structure_pacing,,high,medium,T2,a montage/dissolve is observable; 'effectively compresses' is a judgment,True
visual_storytelling.json,visual_sound_design_atmosphere,Sound Design Creates Atmosphere,scene,,high,medium,T2,sound cues are observable; 'enhances atmosphere' is a judgment,True
visual_storytelling.json,visual_props_meaningful,Props Can Carry Meaning,scene,,medium,medium,T2,keep — a prop's use is observable; 'carries weight' is a reading,False
writing_habits.json,cron_story_genius_before_plot,Know the Protagonist's Inner Problem Before Creating the Plot,psychology,,medium,medium,T2,keep — the rule itself says flag only what is visible on the page,False
writing_habits.json,cron_dopamine_hook,Effective Stories Trigger Curiosity-Driven Dopamine Response,psychology,,medium,medium,T2,keep — an unanswered question is locatable; 'hooks' is a judgment,False
writing_habits.json,cron_pantsing_myth,"Writing Without a Blueprint Leads to Meandering, Aimless Stories",psychology,,medium,medium,T2,keep — a process rule read from the draft's structure,False
